"","column_label","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","source"
"R-HSA-9010553...1042","MEpurple","R-HSA-9010553","Regulation of expression of SLITs and ROBOs","16/179","162/9232",8.67904389443298e-08,1.15575934527533e-06,8.64859110883848e-07,"6176/5719/6231/5688/7311/5685/5689/6181/6158/5690/5710/5686/5701/5691/6235/5696",16,"Reactome"
"R-HSA-174184...1043","MEpurple","R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","11/179","71/9232",9.98579798777854e-08,1.28687945036049e-06,9.62976783880851e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69017...1044","MEpurple","R-HSA-69017","CDK-mediated phosphorylation and removal of Cdc6","11/179","71/9232",9.98579798777854e-08,1.28687945036049e-06,9.62976783880851e-07,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-174178...1045","MEpurple","R-HSA-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","11/179","72/9232",1.15900057444915e-07,1.44693977966387e-06,1.08275053665645e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-179419...1046","MEpurple","R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","11/179","72/9232",1.15900057444915e-07,1.44693977966387e-06,1.08275053665645e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-1428517","MEpurple","R-HSA-1428517","The citric acid (TCA) cycle and respiratory electron transport","15/179","146/9232",1.32766233020346e-07,1.63200338743471e-06,1.22123433774181e-06,"4700/4708/4694/1345/4723/4697/6389/1340/1327/1351/4191/7416/9123/29796/6391",15,"Reactome"
"R-HSA-176409...1048","MEpurple","R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","11/179","74/9232",1.54989861579379e-07,1.848311931372e-06,1.38309884331638e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-8852276...1049","MEpurple","R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","11/179","74/9232",1.54989861579379e-07,1.848311931372e-06,1.38309884331638e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-176814...1050","MEpurple","R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","11/179","75/9232",1.78600911042572e-07,2.09856070475022e-06,1.57036095158174e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-611105","MEpurple","R-HSA-611105","Respiratory electron transport","12/179","93/9232",2.07428883658442e-07,2.40196634845066e-06,1.79740054794806e-06,"4700/4708/4694/1345/4723/4697/6389/1340/1327/1351/29796/6391",12,"Reactome"
"R-HSA-8878159...1052","MEpurple","R-HSA-8878159","Transcriptional regulation by RUNX3","12/179","94/9232",2.33812371637974e-07,2.66880121341058e-06,1.9970740915845e-06,"2033/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",12,"Reactome"
"R-HSA-162906...1053","MEpurple","R-HSA-162906","HIV Infection","18/179","223/9232",2.90116206547474e-07,3.26482885959763e-06,2.44308384461031e-06,"1174/8815/5719/5688/1173/7311/5685/5689/5690/51160/2547/293/5710/5686/5701/5691/5696/51497",18,"Reactome"
"R-HSA-176408...1054","MEpurple","R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase","11/179","79/9232",3.0808321577058e-07,3.37203410137936e-06,2.52330593450165e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-2871837...1055","MEpurple","R-HSA-2871837","FCERI mediated NF-kB activation","11/179","79/9232",3.0808321577058e-07,3.37203410137936e-06,2.52330593450165e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-901042","MEpurple","R-HSA-901042","Calnexin/calreticulin cycle","7/179","25/9232",3.27934642858747e-07,3.5408078330289e-06,2.64959995937081e-06,"5589/7311/821/55741/23193/811/10956",7,"Reactome"
"R-HSA-195253...1057","MEpurple","R-HSA-195253","Degradation of beta-catenin by the destruction complex","11/179","80/9232",3.51244507305787e-07,3.74192481783099e-06,2.80009656350438e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-163200","MEpurple","R-HSA-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.","12/179","98/9232",3.71812649771642e-07,3.90892509430976e-06,2.92506350512871e-06,"4700/4708/4694/1345/4723/4697/6389/1340/1327/1351/29796/6391",12,"Reactome"
"R-HSA-382556...1059","MEpurple","R-HSA-382556","ABC-family proteins mediated transport","12/179","99/9232",4.1603057577214e-07,4.26164653899923e-06,3.18900630281478e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/10956",12,"Reactome"
"R-HSA-5668541...1060","MEpurple","R-HSA-5668541","TNFR2 non-canonical NF-kB pathway","12/179","99/9232",4.1603057577214e-07,4.26164653899923e-06,3.18900630281478e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/4055",12,"Reactome"
"R-HSA-68867...1061","MEpurple","R-HSA-68867","Assembly of the pre-replicative complex","11/179","82/9232",4.53893721241489e-07,4.59064662369557e-06,3.43519831665777e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-376176...1062","MEpurple","R-HSA-376176","Signaling by ROBO receptors","17/179","206/9232",4.61616749761669e-07,4.61039728824467e-06,3.44997781400827e-06,"6176/5719/6231/5688/7311/5685/5689/6181/6158/5690/5710/5686/5578/5701/5691/6235/5696",17,"Reactome"
"R-HSA-5688426","MEpurple","R-HSA-5688426","Deubiquitination","18/179","231/9232",4.90256172120284e-07,4.83598372251983e-06,3.61878500018611e-06,"2033/5719/5688/23358/7311/7128/5685/8078/1643/5689/5690/5710/7416/5686/5701/5691/5696/23770",18,"Reactome"
"R-HSA-5632684...1064","MEpurple","R-HSA-5632684","Hedgehog 'on' state","11/179","83/9232",5.14518886810719e-07,4.89405464954482e-06,3.6622396955951e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-5687128...1065","MEpurple","R-HSA-5687128","MAPK6/MAPK4 signaling","11/179","83/9232",5.14518886810719e-07,4.89405464954482e-06,3.6622396955951e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-5689603...1066","MEpurple","R-HSA-5689603","UCH proteinases","11/179","83/9232",5.14518886810719e-07,4.89405464954482e-06,3.6622396955951e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-174143...1067","MEpurple","R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","11/179","86/9232",7.41461704396671e-07,6.88869653270861e-06,5.15483779800868e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-453276...1068","MEpurple","R-HSA-453276","Regulation of mitotic cell cycle","11/179","86/9232",7.41461704396671e-07,6.88869653270861e-06,5.15483779800868e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69052...1069","MEpurple","R-HSA-69052","Switching of origins to a post-replicative state","11/179","90/9232",1.17899116858482e-06,1.0827746479302e-05,8.10244384459987e-06,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-157118","MEpurple","R-HSA-157118","Signaling by NOTCH","15/179","174/9232",1.30107586733598e-06,1.18085761220051e-05,8.83640239417551e-06,"2033/5719/3955/23509/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/51107",15,"Reactome"
"R-HSA-983705...1071","MEpurple","R-HSA-983705","Signaling by the B Cell Receptor (BCR)","12/179","110/9232",1.31534827892173e-06,1.18085761220051e-05,8.83640239417551e-06,"5966/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",12,"Reactome"
"R-HSA-202424...1072","MEpurple","R-HSA-202424","Downstream TCR signaling","11/179","93/9232",1.64265922083073e-06,1.45831635271529e-05,1.09126366951094e-05,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-3858494","MEpurple","R-HSA-3858494","Beta-catenin independent WNT signaling","13/179","138/9232",2.5315216155982e-06,2.22273161633293e-05,1.66327851666834e-05,"5719/5688/1173/7311/5685/5689/5690/5710/5686/5578/5701/5691/5696",13,"Reactome"
"R-HSA-5607764...1074","MEpurple","R-HSA-5607764","CLEC7A (Dectin-1) signaling","11/179","98/9232",2.77589917410819e-06,2.41080808707874e-05,1.80401685456917e-05,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69002...1075","MEpurple","R-HSA-69002","DNA Replication Pre-Initiation","11/179","99/9232",3.0708827489002e-06,2.63831754448523e-05,1.97426304626521e-05,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-532668","MEpurple","R-HSA-532668","N-glycan trimming in the ER and Calnexin/Calreticulin cycle","7/179","34/9232",3.16681880512389e-06,2.6917959843553e-05,2.01428116608104e-05,"5589/7311/821/55741/23193/811/10956",7,"Reactome"
"R-HSA-71291...1077","MEpurple","R-HSA-71291","Metabolism of amino acids and derivatives","21/179","346/9232",3.21760822784695e-06,2.70617786742075e-05,2.02504318384162e-05,"6176/5719/6231/5688/1892/7311/5685/5092/5689/6181/6158/5690/5710/6611/2936/5686/5701/5832/5691/6235/5696",21,"Reactome"
"R-HSA-5358351","MEpurple","R-HSA-5358351","Signaling by Hedgehog","13/179","143/9232",3.77432275763075e-06,3.14133737848642e-05,2.35067469992792e-05,"5034/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/10956",13,"Reactome"
"R-HSA-453279","MEpurple","R-HSA-453279","Mitotic G1 phase and G1/S transition","13/179","148/9232",5.53041447050993e-06,4.55546511539942e-05,3.40887186028176e-05,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/1021/5928",13,"Reactome"
"R-HSA-8878171","MEpurple","R-HSA-8878171","Transcriptional regulation by RUNX1","14/179","172/9232",5.84735893466246e-06,4.76738753958705e-05,3.56745421577688e-05,"2033/5719/58508/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/1021",14,"Reactome"
"R-HSA-69206","MEpurple","R-HSA-69206","G1/S Transition","12/179","130/9232",7.6968569011916e-06,6.21190774146676e-05,4.64839417318111e-05,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/5928",12,"Reactome"
"R-HSA-5610787...1082","MEpurple","R-HSA-5610787","Hedgehog 'off' state","11/179","109/9232",7.90333344371525e-06,6.31476342152848e-05,4.72536146950554e-05,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-5621481...1083","MEpurple","R-HSA-5621481","C-type lectin receptors (CLRs)","12/179","132/9232",9.01187833240268e-06,7.1291987995938e-05,5.33480655842076e-05,"2033/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",12,"Reactome"
"R-HSA-9020702...1084","MEpurple","R-HSA-9020702","Interleukin-1 signaling","11/179","112/9232",1.02783246183372e-05,8.05135428436415e-05,6.02485901260633e-05,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-202403...1085","MEpurple","R-HSA-202403","TCR signaling","11/179","114/9232",1.21869079492943e-05,9.36282639565976e-05,7.00623857813681e-05,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-8878166...1086","MEpurple","R-HSA-8878166","Transcriptional regulation by RUNX2","11/179","114/9232",1.21869079492943e-05,9.36282639565976e-05,7.00623857813681e-05,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-6807070...1087","MEpurple","R-HSA-6807070","PTEN Regulation","12/179","137/9232",1.31962327572444e-05,0.000100417047362269,7.51424582066649e-05,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/5928",12,"Reactome"
"R-HSA-69239","MEpurple","R-HSA-69239","Synthesis of DNA","11/179","119/9232",1.83611004489948e-05,0.000138401125082517,0.000103566087934747,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69275...1089","MEpurple","R-HSA-69275","G2/M Transition","14/179","191/9232",1.94468351360323e-05,0.000145215152090559,0.000108665050243643,"2033/5719/5688/10142/7311/5685/5689/5690/5710/5686/5701/5691/5696/5928",14,"Reactome"
"R-HSA-453274...1090","MEpurple","R-HSA-453274","Mitotic G2-G2/M phases","14/179","193/9232",2.18664974894122e-05,0.000161771587907781,0.000121054294093432,"2033/5719/5688/10142/7311/5685/5689/5690/5710/5686/5701/5691/5696/5928",14,"Reactome"
"R-HSA-5628897...1091","MEpurple","R-HSA-5628897","TP53 Regulates Metabolic Genes","9/179","83/9232",3.0325800409705e-05,0.000222296463553709,0.000166345288582447,"7295/1345/4697/1340/1327/2821/1351/2936/5571",9,"Reactome"
"R-HSA-69306","MEpurple","R-HSA-69306","DNA Replication","11/179","126/9232",3.1463577420487e-05,0.000228539985081537,0.000171017339472121,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-69481...1093","MEpurple","R-HSA-69481","G2/M Checkpoints","11/179","127/9232",3.387445508183e-05,0.000243835041534974,0.000182462688349734,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-2454202...1094","MEpurple","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","11/179","131/9232",4.51823797846835e-05,0.00032232787007109,0.000241199170279137,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-3700989...1095","MEpurple","R-HSA-3700989","Transcriptional Regulation by TP53","19/179","350/9232",4.6311158365453e-05,0.000327456774637141,0.000245037149059872,"7295/1345/2033/55571/4697/124446/1340/27166/1327/2821/7311/7832/1643/1351/2936/5571/55240/51497/5928",19,"Reactome"
"R-HSA-1799339...1096","MEpurple","R-HSA-1799339","SRP-dependent cotranslational protein targeting to membrane","10/179","109/9232",4.7418250378897e-05,0.000332343702217006,0.000248694055542137,"6185/6176/6231/7311/1650/6181/6158/6748/6747/6235",10,"Reactome"
"R-HSA-446203","MEpurple","R-HSA-446203","Asparagine N-linked glycosylation","17/179","292/9232",4.98747856038604e-05,0.000346521336499865,0.000259303233162405,"6185/55738/5589/381/7311/2153/54732/23423/1650/22818/821/10960/55741/23193/81876/811/10956",17,"Reactome"
"R-HSA-201681","MEpurple","R-HSA-201681","TCF dependent signaling in response to WNT","12/179","158/9232",5.49139250494326e-05,0.000378243328573247,0.000283040920399979,"2033/5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",12,"Reactome"
"R-HSA-5619115...1099","MEpurple","R-HSA-5619115","Disorders of transmembrane transporters","12/179","160/9232",6.20901196602786e-05,0.000424017141953527,0.000317293638929719,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/10956",12,"Reactome"
"R-HSA-72766...1100","MEpurple","R-HSA-72766","Translation","16/179","269/9232",6.49395373315768e-05,0.000439717714643473,0.0003290424371484,"6185/51649/6176/6231/7311/1650/6181/6158/7284/1973/55699/6748/8664/6747/6235/27335",16,"Reactome"
"R-HSA-69242","MEpurple","R-HSA-69242","S Phase","12/179","161/9232",6.5972600058463e-05,0.000442958886106823,0.00033146781807348,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696/5928",12,"Reactome"
"R-HSA-9694548","MEpurple","R-HSA-9694548","Maturation of spike protein","6/179","37/9232",6.89229481420289e-05,0.000458911963045676,0.000343405566181337,"6185/5589/1650/821/55741/23193",6,"Reactome"
"R-HSA-446652...1103","MEpurple","R-HSA-446652","Interleukin-1 family signaling","11/179","142/9232",9.44075669515595e-05,0.000623402033010711,0.000466494110730629,"5719/5688/7311/5685/5689/5690/5710/5686/5701/5691/5696",11,"Reactome"
"R-HSA-109581...1104","MEpurple","R-HSA-109581","Apoptosis","12/179","169/9232",0.000105331794441621,0.000688797361005529,0.000515429683223951,"5719/5688/598/7311/5685/5689/5690/5710/5686/5701/5691/5696",12,"Reactome"
"R-HSA-9694635","MEpurple","R-HSA-9694635","Translation of Structural Proteins","7/179","57/9232",0.000106897212471446,0.000688797361005529,0.000515429683223951,"6185/5589/7311/1650/821/55741/23193",7,"Reactome"
"R-HSA-9772573","MEpurple","R-HSA-9772573","Late SARS-CoV-2 Infection Events","7/179","57/9232",0.000106897212471446,0.000688797361005529,0.000515429683223951,"6185/5589/7311/1650/821/55741/23193",7,"Reactome"
"R-HSA-5663202...1107","MEpurple","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers","20/179","414/9232",0.000146288751386021,0.000935077698859444,0.00069972219610324,"3082/2033/5719/5688/598/10142/7311/5685/5689/5690/27044/2069/5710/7750/5686/5701/5691/5696/51107/10956",20,"Reactome"
"R-HSA-70263","MEpurple","R-HSA-70263","Gluconeogenesis","5/179","29/9232",0.000210893518064729,0.00133733270582316,0.00100073114670648,"6576/226/5223/2821/4191",5,"Reactome"
"R-HSA-983169...1109","MEpurple","R-HSA-983169","Class I MHC mediated antigen processing & presentation","18/179","362/9232",0.000223913194942403,0.00140871372251165,0.00105414583279971,"5719/5688/7311/5685/5689/5690/821/5710/5686/55905/5701/5691/5696/10616/7332/6892/8916/811",18,"Reactome"
"R-HSA-156827...1110","MEpurple","R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression","9/179","108/9232",0.000238360811759153,0.00148789287965284,0.00111339589703288,"6176/6231/7311/6181/6158/1973/8664/6235/27335",9,"Reactome"
"R-HSA-72706...1111","MEpurple","R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit","9/179","109/9232",0.000255545642283376,0.00158279820297998,0.00118441391119509,"6176/6231/7311/6181/6158/1973/8664/6235/27335",9,"Reactome"
"R-HSA-195721","MEpurple","R-HSA-195721","Signaling by WNT","14/179","248/9232",0.000322762777895371,0.00198374968875693,0.00148444743193984,"2033/5719/5688/1173/7311/5685/5689/5690/5710/5686/5578/5701/5691/5696",14,"Reactome"
"R-HSA-72613...1113","MEpurple","R-HSA-72613","Eukaryotic Translation Initiation","9/179","116/9232",0.000406955733341297,0.00246331538590679,0.00184330826585213,"6176/6231/7311/6181/6158/1973/8664/6235/27335",9,"Reactome"
"R-HSA-72737...1114","MEpurple","R-HSA-72737","Cap-dependent Translation Initiation","9/179","116/9232",0.000406955733341297,0.00246331538590679,0.00184330826585213,"6176/6231/7311/6181/6158/1973/8664/6235/27335",9,"Reactome"
"R-HSA-1257604...1115","MEpurple","R-HSA-1257604","PIP3 activates AKT signaling","14/179","254/9232",0.000411365817868317,0.0024712878832841,0.00184927411594146,"3082/5719/5688/7311/5685/5689/5690/2069/5710/5686/5701/5691/5696/5928",14,"Reactome"
"R-HSA-5357801...1116","MEpurple","R-HSA-5357801","Programmed Cell Death","12/179","197/9232",0.000439109103191412,0.00261826995111894,0.00195926135595226,"5719/5688/598/7311/5685/5689/5690/5710/5686/5701/5691/5696",12,"Reactome"
"R-HSA-5673001...1117","MEpurple","R-HSA-5673001","RAF/MAP kinase cascade","14/179","259/9232",0.000500359565499371,0.00295310961251627,0.00220982314723568,"3082/5719/5688/598/7311/5685/5689/5690/2069/5710/5686/5701/5691/5696",14,"Reactome"
"R-HSA-983168...1118","MEpurple","R-HSA-983168","Antigen processing: Ubiquitination & Proteasome degradation","15/179","290/9232",0.000502656955321919,0.00295310961251627,0.00220982314723568,"5719/5688/7311/5685/5689/5690/5710/5686/55905/5701/5691/5696/10616/7332/8916",15,"Reactome"
"R-HSA-9006925","MEpurple","R-HSA-9006925","Intracellular signaling by second messengers","15/179","294/9232",0.000579986067562135,0.0033825464816215,0.00253117238859234,"3082/5719/5688/7311/5685/5689/5690/2069/5710/5686/5578/5701/5691/5696/5928",15,"Reactome"
"R-HSA-72689...1120","MEpurple","R-HSA-72689","Formation of a pool of free 40S subunits","8/179","98/9232",0.000608396522117038,0.00352252768964865,0.00263592085860013,"6176/6231/7311/6181/6158/8664/6235/27335",8,"Reactome"
