"","column_label","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","source"
"hsa00010...1987","MEblue","hsa00010","Glycolysis / Gluconeogenesis","19/726","61/7099",5.66998737999388e-06,0.000105395059534004,8.77707024766855e-05,"10327/128/130/130589/217/2203/223/224/229/2821/387712/501/5105/5106/5313/55902/80201/84532/9562",19,"KEGG"
"hsa00630","MEblue","hsa00630","Glyoxylate and dicarboxylate metabolism","12/726","28/7099",7.74309626806718e-06,0.000135934356706068,0.000113203161813848,"112817/125061/38/50/5095/51179/55902/6470/81888/84532/847/9380",12,"KEGG"
"hsa00982...1989","MEblue","hsa00982","Drug metabolism - cytochrome P450","18/726","58/7099",1.05658459166765e-05,0.000175726700508936,0.000146341356186655,"128/130/1558/1577/2326/2329/2938/2939/2948/316/373156/4128/4129/4257/4258/54659/7364/79799",18,"KEGG"
"hsa04976...1990","MEblue","hsa04976","Bile secretion","21/726","79/7099",2.85558908540664e-05,0.000447657475876315,0.000372799363654493,"10257/10864/111/115/123264/1244/200931/3949/481/486/5243/54659/6523/6555/7364/760/79799/8671/8714/9376/9971",21,"KEGG"
"hsa00260","MEblue","hsa00260","Glycine, serine and threonine metabolism","13/726","36/7099",2.97493892196285e-05,0.000447657475876315,0.000372799363654493,"1610/2593/2628/29958/4128/4129/501/51268/55349/635/6470/64902/9380",13,"KEGG"
"hsa00020","MEblue","hsa00020","Citrate cycle (TCA cycle)","11/726","29/7099",7.28314804437386e-05,0.00104612490091915,0.000871189957460988,"3418/3420/4967/50/5105/5106/55753/6390/6391/6392/8802",11,"KEGG"
"hsa00980...1993","MEblue","hsa00980","Metabolism of xenobiotics by cytochrome P450","17/726","63/7099",0.000133321766213182,0.00183172513579851,0.00152542066605472,"128/130/1545/1577/1645/22977/27294/2938/2939/2948/373156/4257/4258/54659/7364/79799/8574",17,"KEGG"
"hsa00040","MEblue","hsa00040","Pentose and glucuronate interconversions","9/726","24/7099",0.000369308223285108,0.00486255827325393,0.00404943227286303,"10327/27294/51084/54659/55277/7364/79799/9365/9942",9,"KEGG"
"hsa04964","MEblue","hsa04964","Proximal tubule bicarbonate reclamation","8/726","20/7099",0.000473046868331941,0.00597931241571574,0.00497944071928359,"2746/2747/481/486/5105/5106/760/8671",8,"KEGG"
"hsa05208","MEblue","hsa05208","Chemical carcinogenesis - reactive oxygen species","34/726","189/7099",0.00069791743654238,0.00823784136551732,0.00686029427508105,"10327/10861/1327/1545/1645/2053/291/2938/2939/2948/3162/4257/4258/4695/4701/4705/4714/4716/4717/4719/4720/4722/4723/5170/5291/5594/5602/6390/6391/6392/6647/7385/847/8644",34,"KEGG"
"hsa04530","MEblue","hsa04530","Tight junction","30/726","160/7099",0.000703866192623316,0.00823784136551732,0.00686029427508105,"100506658/1364/1365/1366/140465/153562/154796/2064/23327/3993/50848/51421/51807/5563/5564/5590/5602/56288/57530/653857/7430/79784/84612/84952/9071/9075/91862/92359/9368/9414",30,"KEGG"
"hsa00062","MEblue","hsa00062","Fatty acid elongation","8/726","22/7099",0.000997417303329054,0.0112565667089993,0.009374222775649,"10449/11332/122970/1892/3032/3033/79993/9524",8,"KEGG"
"hsa04931","MEblue","hsa04931","Insulin resistance","21/726","101/7099",0.00112752456157824,0.0122861297054733,0.0102316203410004,"10488/10891/11001/1374/148327/32/5105/5106/51085/5170/5291/5465/5563/5564/5590/5602/6514/84699/8660/9586/9945",21,"KEGG"
"hsa00350","MEblue","hsa00350","Tyrosine metabolism","10/726","33/7099",0.00122030555977197,0.0124392437705788,0.0103591303885566,"128/130/1644/220074/3081/316/3242/4128/4129/81889",10,"KEGG"
"hsa00760","MEblue","hsa00760","Nicotinate and nicotinamide metabolism","10/726","33/7099",0.00122030555977197,0.0124392437705788,0.0103591303885566,"22933/23408/23409/23410/316/349565/5169/54981/554235/83594",10,"KEGG"
"hsa00140...2002","MEblue","hsa00140","Steroid hormone biosynthesis","13/726","51/7099",0.00144166717424404,0.0142364633456599,0.0118558155776648,"1545/1577/1645/220074/3293/412/54659/7364/79154/7923/79799/8644/9420",13,"KEGG"
"hsa00730","MEblue","hsa00730","Thiamine metabolism","6/726","14/7099",0.0016364240419712,0.0156699999170576,0.0130496335085423,"122481/158067/248/249/27010/9054",6,"KEGG"
"hsa00830...2004","MEblue","hsa00830","Retinol metabolism","13/726","55/7099",0.00299400467846974,0.0278266317175422,0.0231734108240692,"128/130/145226/1558/1577/216/316/54659/54884/5959/7364/79799/8228",13,"KEGG"
"hsa04714","MEblue","hsa04714","Thermogenesis","33/726","200/7099",0.0036316609836684,0.0327887105954061,0.0273057216817173,"10488/10891/111/115/1327/1355/1374/1376/148327/2180/28958/4695/4701/4705/4714/4716/4717/4719/4720/4722/4723/5563/5564/55811/57104/6390/6391/6392/7385/8110/84699/84987/9586",33,"KEGG"
"hsa00561...2006","MEblue","hsa00561","Glycerolipid metabolism","12/726","51/7099",0.00444923736320853,0.0390544168548304,0.0325236649357349,"10327/116255/217/223/224/2710/346606/3990/501/56894/57104/80339",12,"KEGG"
"GO:0016627","MEblue","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","25/1545","60/18368",3.15556302072196e-12,1.57627555304917e-09,1.32472717122645e-09,"1355/1384/1645/1723/22949/26063/27294/30/33/34/35/36/37/3712/51/54884/55316/55825/56898/6390/6391/8309/84129/8644/9524",25,"GO"
"GO:0022804...2008","MEblue","GO:0022804","active transmembrane transporter activity","78/1545","406/18368",3.16203721775159e-12,1.57627555304917e-09,1.32472717122645e-09,"10050/10058/10246/10257/10723/10786/10861/10864/11046/114134/115584/1182/1183/1184/1244/125206/1327/1355/142680/1528/159963/160728/200010/201232/220963/23169/23315/253512/2542/254428/26503/291/340024/347051/348932/353189/368/387700/4695/4701/4705/4714/4716/4717/4719/4720/4722/4723/481/5002/5243/540/55244/55788/55867/56606/5825/6505/6523/6539/6540/6555/6561/6564/6568/6582/6583/6584/6834/81539/8402/8671/8714/9122/9154/9356/9376/9963",78,"GO"
"GO:0016614...2009","MEblue","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","38/1545","136/18368",1.91212265329697e-11,6.35462095112361e-09,5.34052502464698e-09,"10257/10327/11112/128/130/130752/137872/145226/147015/1593/1645/1962/197257/224/22949/22977/2531/25979/27294/2819/3032/3033/3293/3418/3420/51084/51171/51179/55349/55586/56898/5959/79154/7923/79944/8574/8644/9380",38,"GO"
"GO:0015291...2010","MEblue","GO:0015291","secondary active transmembrane transporter activity","53/1545","240/18368",5.0389761955048e-11,1.25596481672957e-08,1.05553290832153e-08,"10050/10246/10723/10786/10861/10864/11046/114134/115584/1182/1183/1184/125206/142680/159963/160728/200010/201232/220963/23169/23315/253512/2542/254428/26503/291/340024/347051/348932/353189/387700/5002/55244/55867/56606/6505/6523/6539/6540/6555/6561/6564/6568/6583/6584/81539/8402/8671/9122/9154/9356/9376/9963",53,"GO"
"GO:0046943...2011","MEblue","GO:0046943","carboxylic acid transmembrane transporter activity","41/1545","163/18368",1.16627146418771e-10,2.3255452995903e-08,1.95442544314404e-08,"10257/10861/11001/11136/113235/118980/123264/1244/124935/159963/160728/200931/201232/220963/253512/25874/340024/347051/348932/387700/51660/5243/55244/634/6505/6519/6539/6540/6555/6582/6583/81539/8402/8714/9122/92745/9368/9390/94081/9673/9963",41,"GO"
"GO:0005342...2012","MEblue","GO:0005342","organic acid transmembrane transporter activity","41/1545","164/18368",1.43063589168418e-10,2.37723997334855e-08,1.99787047329932e-08,"10257/10861/11001/11136/113235/118980/123264/1244/124935/159963/160728/200931/201232/220963/253512/25874/340024/347051/348932/387700/51660/5243/55244/634/6505/6519/6539/6540/6555/6582/6583/81539/8402/8714/9122/92745/9368/9390/94081/9673/9963",41,"GO"
"GO:0051287","MEblue","GO:0051287","NAD binding","22/1545","56/18368",2.50700817244738e-10,3.57069592561433e-08,3.000869932734e-08,"11112/1962/216/217/22933/23408/23409/23410/2746/2819/3033/316/3418/3420/4720/4723/51084/55328/56898/5860/7923/9380",22,"GO"
"GO:0016616...2014","MEblue","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","34/1545","124/18368",3.78895627465337e-10,4.72198675728676e-08,3.96843315082116e-08,"10257/10327/11112/128/130/130752/137872/145226/147015/1593/1645/1962/197257/22949/22977/2531/25979/27294/2819/3032/3033/3293/3418/3420/51084/51171/55586/56898/5959/79154/7923/8574/8644/9380",34,"GO"
"GO:0022853...2015","MEblue","GO:0022853","active ion transmembrane transporter activity","53/1545","267/18368",2.95571765634846e-09,3.27427833708824e-07,2.75175585316184e-07,"10050/10246/10257/10723/10786/10861/10864/114134/115584/1182/1183/1184/1244/125206/1327/1355/142680/1528/159963/160728/200010/23315/2542/254428/26503/291/347051/353189/368/481/5002/540/55244/55867/56606/6505/6523/6539/6540/6555/6561/6564/6568/6583/6834/81539/8402/8671/8714/9154/9356/9376/9963",53,"GO"
"GO:0050660","MEblue","GO:0050660","flavin adenine dinucleotide binding","26/1545","85/18368",3.46966883199771e-09,3.45925982550172e-07,2.90721725291598e-07,"1408/1610/197257/2110/2326/2329/316/33/34/35/36/37/3712/4128/4129/4552/4835/51/51706/55349/57553/58510/8309/84129/8528/9131",26,"GO"
"GO:0015293...2017","MEblue","GO:0015293","symporter activity","35/1545","144/18368",6.94307906908433e-09,6.29295439261553e-07,5.28869946314941e-07,"10050/10246/10723/10786/114134/115584/125206/142680/159963/160728/200010/201232/220963/26503/340024/347051/348932/387700/5002/56606/6505/6523/6539/6540/6555/6561/6564/6568/6583/6584/81539/8671/9122/9154/9963",35,"GO"
"GO:0008028...2018","MEblue","GO:0008028","monocarboxylic acid transmembrane transporter activity","20/1545","58/18368",2.28046772705769e-08,1.89468860323043e-06,1.5923265883666e-06,"10257/11001/123264/159963/160728/200931/201232/220963/25874/347051/387700/51660/634/6539/6540/6555/8714/9122/9368/9390",20,"GO"
"GO:0009055","MEblue","GO:0009055","electron transfer activity","31/1545","126/18368",3.67296980648561e-08,2.6261602076573e-06,2.20706701715168e-06,"10327/128/1327/1355/1528/2109/2110/217/22977/23498/29958/3420/4129/4695/4701/4705/4714/4716/4717/4719/4720/4722/4723/4835/5860/6390/6391/6392/6834/8574/8659",31,"GO"
"GO:0016903","MEblue","GO:0016903","oxidoreductase activity, acting on the aldehyde or oxo group of donors","17/1545","44/18368",3.68768735277856e-08,2.6261602076573e-06,2.20706701715168e-06,"10840/128/216/217/223/224/316/4329/4967/501/55526/55753/593/64577/7915/8644/8659",17,"GO"
"GO:0016638","MEblue","GO:0016638","oxidoreductase activity, acting on the CH-NH2 group of donors","11/1545","20/18368",1.18510035758592e-07,7.87696704342108e-06,6.61992901500626e-06,"1610/26/2746/2747/4128/4129/55163/55328/554235/7412/8528",11,"GO"
"GO:0008509...2022","MEblue","GO:0008509","anion transmembrane transporter activity","55/1545","314/18368",1.36794195181814e-07,8.52398828726676e-06,7.16369601083708e-06,"10257/10723/10786/10861/10864/11046/11136/113235/1182/1183/1184/118980/121601/1244/1364/159963/160728/23169/23315/253512/2542/2560/2562/25874/25932/284439/291/353189/368/387700/51660/55244/55867/6505/6514/6519/6539/6540/6561/6568/6582/79085/80736/81539/8402/8671/8714/9213/92745/9356/9368/9376/9390/94081/9963",55,"GO"
"GO:0008514...2023","MEblue","GO:0008514","organic anion transmembrane transporter activity","38/1545","185/18368",1.99072394958408e-07,1.16750104572667e-05,9.81186541095313e-06,"10257/10786/10861/10864/11046/11136/113235/118980/1244/159963/160728/23169/253512/25874/284439/291/353189/387700/51660/55244/55867/6505/6514/6519/6539/6540/6582/79085/80736/81539/8402/8671/92745/9356/9368/9390/94081/9963",38,"GO"
"GO:0015294...2024","MEblue","GO:0015294","solute:cation symporter activity","26/1545","104/18368",3.23731464455142e-07,1.79311261145432e-05,1.50696050120639e-05,"10050/10246/10723/10786/114134/115584/125206/142680/159963/160728/200010/26503/347051/56606/6505/6523/6539/6540/6555/6561/6564/6568/81539/8671/9154/9963",26,"GO"
"GO:0015370...2025","MEblue","GO:0015370","solute:sodium symporter activity","21/1545","73/18368",3.5078568087809e-07,1.84070170439713e-05,1.5469551356175e-05,"10050/10246/10786/115584/125206/142680/159963/160728/200010/347051/6505/6523/6539/6540/6555/6561/6568/81539/8671/9154/9963",21,"GO"
"GO:0003995","MEblue","GO:0003995","acyl-CoA dehydrogenase activity","8/1545","12/18368",8.95752323882925e-07,4.46532533455638e-05,3.75273078847794e-05,"33/34/35/36/37/3712/84129/9524",8,"GO"
"GO:0016811","MEblue","GO:0016811","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","20/1545","71/18368",9.60802646153294e-07,4.56152494388016e-05,3.83357847788482e-05,"10013/125061/135114/158584/22933/23408/23409/23410/3094/374569/443/4817/51733/56954/64146/80150/84681/847/91703/95",20,"GO"
"GO:0016408","MEblue","GO:0016408","C-acyltransferase activity","10/1545","20/18368",1.44999759361743e-06,6.5711254583481e-05,5.52247887329894e-05,"10449/116285/123876/30/3032/348158/38/54988/55304/6296",10,"GO"
"GO:0004300","MEblue","GO:0004300","enoyl-CoA hydratase activity","7/1545","10/18368",2.81050146461823e-06,0.000121829128705407,0.000102387147177854,"1632/1892/1962/3032/549/55268/79746",7,"GO"
"GO:0016810...2030","MEblue","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","27/1545","125/18368",4.15801674204789e-06,0.000171325127509801,0.000143984375756534,"10013/125061/135114/144193/158584/1807/22933/23408/23409/23410/23576/26873/3094/374569/443/4817/51733/56954/64146/79814/80150/81602/84681/847/91703/95/9615",27,"GO"
"GO:1901505","MEblue","GO:1901505","carbohydrate derivative transmembrane transporter activity","16/1545","53/18368",4.29601623645438e-06,0.000171325127509801,0.000143984375756534,"10050/10246/10786/11046/113829/23169/2542/26503/284439/291/6523/6568/6582/79085/8714/9154",16,"GO"
"GO:0016620","MEblue","GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","13/1545","37/18368",5.22635622841426e-06,0.000192988042952926,0.000162190236172232,"10840/128/216/217/223/224/4329/4967/501/64577/7915/8644/8659",13,"GO"
"GO:0071949","MEblue","GO:0071949","FAD binding","13/1545","37/18368",5.22635622841426e-06,0.000192988042952926,0.000162190236172232,"1408/1610/197257/316/4552/4835/51/51706/57553/58510/8309/8528/9131",13,"GO"
"GO:0004029","MEblue","GO:0004029","aldehyde dehydrogenase (NAD+) activity","8/1545","15/18368",9.24481277028149e-06,0.000324735732683603,0.000272913100581902,"10840/128/216/217/223/224/501/8659",8,"GO"
"GO:0016651","MEblue","GO:0016651","oxidoreductase activity, acting on NAD(P)H","21/1545","88/18368",9.44567326762737e-06,0.000324735732683603,0.000272913100581902,"1355/1429/1645/4552/4695/4701/4705/4714/4716/4717/4719/4720/4722/4723/4835/51706/55328/55586/56964/8644/9131",21,"GO"
"GO:0004497...2036","MEblue","GO:0004497","monooxygenase activity","23/1545","102/18368",9.94658419988123e-06,0.000330558148242719,0.000277806351687911,"10229/10826/1545/1558/1573/1577/1579/1582/1593/1645/204801/2326/2329/285440/3162/392636/5053/55586/57553/66002/84105/8644/9420",23,"GO"
"GO:0004030","MEblue","GO:0004030","aldehyde dehydrogenase [NAD(P)+] activity","8/1545","16/18368",1.71233523244938e-05,0.000517332795985464,0.000434774751205648,"10840/128/216/217/223/224/501/8659",8,"GO"
"GO:0016641","MEblue","GO:0016641","oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor","8/1545","16/18368",1.71233523244938e-05,0.000517332795985464,0.000434774751205648,"1610/26/4128/4129/55163/55328/7412/8528",8,"GO"
"GO:0070403","MEblue","GO:0070403","NAD+ binding","8/1545","16/18368",1.71233523244938e-05,0.000517332795985464,0.000434774751205648,"1962/22933/23408/23409/23410/2746/3033/51084",8,"GO"
"GO:1901618...2040","MEblue","GO:1901618","organic hydroxy compound transmembrane transporter activity","15/1545","53/18368",2.02815112026548e-05,0.000594725490266082,0.000499816808585548,"10257/114134/115584/123264/159963/160728/200931/282679/347051/360/364/634/6523/6555/8714",15,"GO"
"GO:0016878","MEblue","GO:0016878","acid-thiol ligase activity","11/1545","31/18368",2.50478714254345e-05,0.000693686883643283,0.000582985545457481,"11001/116285/123876/2180/348158/54988/55902/6296/79611/84532/8802",11,"GO"
"GO:0042910","MEblue","GO:0042910","xenobiotic transmembrane transporter activity","11/1545","31/18368",2.50478714254345e-05,0.000693686883643283,0.000582985545457481,"10257/10786/113235/1244/368/5243/55244/6540/6582/6584/8714",11,"GO"
"GO:0016405","MEblue","GO:0016405","CoA-ligase activity","10/1545","27/18368",3.82660678824108e-05,0.00103111539672334,0.000866565861576073,"11001/116285/123876/2180/348158/54988/55902/6296/79611/84532",10,"GO"
"GO:0016829...2044","MEblue","GO:0016829","lyase activity","34/1545","196/18368",3.94427722507411e-05,0.00103485378773655,0.000869707665140995,"10841/111/112817/115/130013/1545/1632/1644/171425/1892/1962/210/229/23417/2948/3032/3155/387712/4258/50/5105/5106/51071/549/55268/55556/55811/593/6470/7389/760/79746/81889/84105",34,"GO"
"GO:0046906...2045","MEblue","GO:0046906","tetrapyrrole binding","28/1545","149/18368",4.31535712595788e-05,0.00110318232168718,0.000927132057290816,"10058/10857/124936/1355/1528/1545/1558/1573/1577/1579/1582/1593/285440/3162/326625/51078/55316/55788/6391/6392/66002/6821/6947/6948/8029/847/9420/9572",28,"GO"
"GO:0016634","MEblue","GO:0016634","oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor","6/1545","10/18368",5.47470481570882e-05,0.00133128797591749,0.00111883569532843,"1384/30/33/51/55316/8309",6,"GO"
"GO:0047760","MEblue","GO:0047760","butyrate-CoA ligase activity","6/1545","10/18368",5.47470481570882e-05,0.00133128797591749,0.00111883569532843,"116285/123876/348158/54988/6296/79611",6,"GO"
"GO:1901567","MEblue","GO:1901567","fatty acid derivative binding","9/1545","23/18368",5.66868240306635e-05,0.00134563722758504,0.0011308950357997,"10455/11332/165140/3155/33/37/4329/79777/80339",9,"GO"
"GO:0015081...2049","MEblue","GO:0015081","sodium ion transmembrane transporter activity","28/1545","152/18368",6.24011929001555e-05,0.00144683696096407,0.00121594490938859,"10050/10246/10786/115584/125206/142680/159963/160728/200010/219931/23315/254428/2900/347051/481/5311/6328/6505/6523/6539/6540/6555/6561/6568/81539/8671/9154/9963",28,"GO"
"GO:0016830","MEblue","GO:0016830","carbon-carbon lyase activity","14/1545","52/18368",6.98821914229472e-05,0.00158346692837905,0.00133077091800636,"112817/130013/1644/171425/229/23417/3155/5105/5106/51071/593/6470/7389/81889",14,"GO"
